Respondent_ID,Question Type,Recoded Value
129,FF3,2.0
248,FF3,4.0
191,FF1.5,4.0
18,FF5.6,3.0
45,FF6.3,2.0
85,FF5.7,5.0
35,FF1.2,4.0
120,FF6,3.0
54,FF6.2,5.0
82,FF3.4,4.0
211,FF2.7,4.0
26,FF4.1,4.0
62,FF4.3,2.0
205,FF3.5,3.0
26,FF4.4,3.0
137,FF5.7,5.0
209,FF4.3,3.0
45,FF6,2.0
180,FF1.7,5.0
50,FF4.4,4.0
36,FF2.11,4.0
191,FF4,5.0
205,FF4.3,4.0
30,FF3.2,3.0
53,FF3.1,4.0
21,F,
258,FF1,4.0
194,FF6.3,2.0
71,FF2.7,5.0
184,FF3.2,1.0
170,FF2.10,5.0
12,FF6.4,4.0
246,FF5.1,4.0
70,FF4.1,2.0
148,FF1.7,3.0
260,FF6.4,3.0
181,FF2.2,5.0
115,FF2.11,4.0
178,FF1.5,4.0
167,FF6,2.0
218,FF2.3,5.0
136,FF2.6,5.0
112,FF2.2,4.0
32,FF1.7,4.0
42,FF2.9,4.0
232,FF5.4,4.0
179,FF2.11,4.0
129,FF1.1,4.0
230,FF1.1,5.0
2,FF6,2.0
23,FF6,2.0
55,FF5.2,3.0
93,FF5.5,1.0
164,FF5.5,1.0
28,FF5.4,3.0
182,FF2.6,5.0
92,FF2.2,4.0
117,FF2.11,4.0
36,FF1.5,3.0
222,FF5.7,5.0
58,FF1,5.0
141,FF4.1,2.0
194,FF2.7,5.0
221,FF2.2,5.0
102,FF2,5.0
239,FF2.2,4.0
172,FF4,5.0
39,FF6.1,4.0
218,FF2.7,5.0
103,FF1.3,5.0
211,FF2.8,4.0
39,FF2.10,4.0
171,FF3.5,2.0
59,FF4.2,4.0
197,FF3.5,3.0
240,FF6,2.0
165,FF1.4,4.0
71,FF2.3,5.0
166,FF2.5,4.0
167,FF2,4.0
34,FF5.1,3.0
102,FF2.5,4.0
252,FF1.6,4.0
74,FF4.1,4.0
190,FF1.6,5.0
211,FF2.9,5.0
207,FF2.10,5.0
73,FF6.1,3.0
221,FF6.3,2.0
36,FF5.2,1.0
138,FF5,3.0
17,FF4.2,4.0
97,FF5.6,4.0
17,FF2.9,4.0
55,FF3.4,4.0
155,FF2.10,4.0
95,FF3,4.0
178,FF5.1,4.0
28,FF6.2,5.0
132,FF2.2,5.0
71,FF5.7,5.0
180,FF1,5.0
85,F,
120,FF2.5,5.0
113,F,
34,FF1.5,5.0
155,FF3.5,2.0
239,FF2.4,4.0
132,FF6.3,1.0
242,FF4,4.0
228,FF2.2,5.0
210,FF2.2,5.0
13,FF2,4.0
155,FF1.5,3.0
183,FF2.7,4.0
19,FF1,4.0
238,FF2.8,4.0
245,FF3.2,4.0
240,FF1.7,5.0
139,FF4.2,3.0
242,FF1.2,4.0
188,FF4.2,4.0
128,FF2.1,5.0
24,FF5,3.0
17,FF4.1,3.0
135,FF3.2,4.0
124,FF3.5,2.0
142,F,
27,FF2.5,5.0
199,FF2.7,5.0
23,FF3.2,4.0
11,FF2.6,5.0
237,FF6,2.0
46,FF1.5,3.0
189,FF2.7,5.0
173,FF3.2,3.0
48,FF6.3,3.0
121,FF1.6,4.0
39,FF1.3,3.0
70,FF5.6,1.0
263,FF5.6,1.0
110,FF3.4,4.0
26,FF4.3,3.0
1,FF6.1,4.0
143,FF2.10,4.0
221,FF5.7,3.0
34,FF2.11,5.0
83,FF2.11,4.0
101,FF3.3,4.0
125,FF2.2,3.0
210,FF5,4.0
22,FF4,4.0
45,FF5.6,2.0
213,FF5.5,1.0
152,FF5.4,4.0
227,FF2.6,5.0
3,FF4,4.0
263,FF2.6,4.0
180,FF1.6,5.0
44,FF2.9,5.0
245,FF6.2,5.0
224,FF2.6,5.0
216,FF5.5,2.0
39,FF5.6,3.0
236,FF2.1,4.0
177,FF6.1,3.0
19,FF2.3,5.0
18,FF2,2.0
201,FF1.5,4.0
177,FF6.4,4.0
242,F,
231,FF4,4.0
254,FF4.3,1.0
207,FF1.5,4.0
121,FF2.2,5.0
222,FF3.1,4.0
259,FF1.3,4.0
183,FF1.1,5.0
127,FF2.3,4.0
137,FF5.4,2.0
52,FF1.3,4.0
155,FF1.4,2.0
249,FF5,2.0
135,FF5,2.0
156,FF2,5.0
225,FF2.9,4.0
254,FF4,5.0
245,FF3.3,4.0
134,FF2.9,5.0
92,FF1.3,4.0
54,FF2.9,5.0
132,FF6,1.0
87,FF4.2,4.0
213,FF4.3,4.0
41,FF2.10,4.0
197,FF2.10,5.0
63,FF6.1,4.0
169,FF1.3,5.0
175,FF2.8,5.0
116,FF5.1,3.0
241,FF2.5,5.0
146,FF5.5,1.0
88,FF4.2,5.0
41,FF5.4,2.0
159,FF3.3,2.0
131,FF2.6,5.0
116,FF4.3,4.0
91,FF2.10,5.0
173,FF6.4,4.0
181,FF3.5,5.0
15,FF2.1,4.0
218,FF5.1,4.0
192,FF5.7,5.0
118,FF1.7,3.0
5,FF5.5,1.0
99,FF1.3,4.0
85,FF1.2,4.0
131,F,
147,FF2.1,4.0
91,FF2.5,5.0
53,FF4.3,4.0
75,FF4.3,2.0
174,FF2.11,4.0
258,FF2.11,3.0
227,FF4.1,4.0
188,FF5.2,2.0
239,FF6.1,4.0
158,FF1.3,4.0
36,FF1.3,3.0
166,FF5.4,4.0
215,FF5.5,2.0
54,FF1.5,5.0
209,FF2.9,5.0
206,FF2.7,3.0
33,FF5.2,2.0
208,FF2.11,4.0
209,FF4,4.0
77,FF5.6,1.0
147,FF6,2.0
93,FF2.11,5.0
32,FF1.1,4.0
59,F,
149,FF3.1,3.0
251,FF2.8,5.0
257,FF2.9,5.0
18,FF3,1.0
171,FF5.6,1.0
129,FF4.1,5.0
140,FF6.2,4.0
253,FF6.3,1.0
143,FF4.3,2.0
216,FF2.11,4.0
193,FF2.3,2.0
96,FF1,5.0
225,FF1.3,4.0
124,FF3.1,4.0
242,FF5.6,4.0
173,FF5.5,1.0
92,FF1.5,3.0
90,FF3.3,3.0
37,FF5.3,2.0
141,FF6.2,5.0
44,FF4,4.0
258,FF4.2,4.0
68,FF2,5.0
144,FF6.3,2.0
140,FF1.7,3.0
62,FF6.4,4.0
167,FF5.7,2.0
256,FF5.4,4.0
69,FF2.4,5.0
197,FF6.3,1.0
78,FF4.3,3.0
12,FF5.1,5.0
109,FF5.5,2.0
52,FF4.3,2.0
208,FF3.5,3.0
25,FF5.5,3.0
102,FF1.1,4.0
60,FF2,4.0
187,FF2.11,5.0
147,FF1.5,4.0
24,FF4,4.0
101,FF2.6,4.0
139,FF5.3,5.0
52,FF2.8,4.0
144,FF1.4,5.0
128,FF5.3,2.0
167,FF4.2,4.0
148,FF1.2,4.0
4,FF2.4,5.0
108,FF2.7,4.0
93,FF1.4,4.0
230,FF2.2,5.0
157,FF2,5.0
237,FF3.3,4.0
16,FF1.5,4.0
150,FF1.4,3.0
125,FF1.1,4.0
196,FF4.3,2.0
167,FF2.11,4.0
107,FF2.10,4.0
103,FF6.3,1.0
100,FF2.7,4.0
31,FF2.7,4.0
218,FF4.1,1.0
224,FF5,2.0
4,FF2.7,4.0
85,FF4.2,5.0
176,FF5.1,4.0
37,FF2.8,4.0
111,FF4.1,2.0
74,FF2.8,4.0
77,FF5.5,2.0
177,FF2.10,4.0
1,FF1.7,4.0
32,FF6.4,4.0
169,FF1.1,5.0
220,FF4.1,2.0
162,FF2.7,4.0
80,FF3.5,3.0
205,FF2.10,4.0
54,FF5.7,5.0
191,FF1.2,5.0
250,FF2,4.0
39,FF2.9,3.0
221,FF6.4,3.0
221,F,
189,FF2,5.0
70,FF1.1,5.0
21,FF5.5,4.0
223,FF6.4,5.0
33,FF3.1,3.0
14,FF2.1,5.0
30,FF4.1,2.0
189,FF4.1,2.0
232,FF2.9,5.0
191,FF5,2.0
12,FF3.1,4.0
235,FF2,4.0
152,FF2.6,4.0
168,FF3.1,3.0
69,FF1.6,5.0
218,FF2.10,4.0
91,FF3.1,4.0
28,FF2.11,3.0
253,FF4.3,2.0
7,FF3.3,3.0
225,FF5,2.0
183,FF2.6,4.0
38,FF3,2.0
171,FF2.7,4.0
242,FF5.3,4.0
245,FF4,5.0
219,FF3.4,4.0
130,FF1.2,4.0
16,FF4.2,5.0
177,FF4.1,2.0
18,FF1,4.0
60,FF5.3,5.0
202,FF1,4.0
226,FF2,5.0
5,FF6,1.0
149,FF2.8,5.0
93,FF2.3,5.0
88,FF5.2,3.0
157,FF3.1,5.0
206,FF5.4,5.0
201,FF3.2,3.0
72,FF5,3.0
20,FF5.5,2.0
126,FF1.6,5.0
96,FF6.3,1.0
16,FF2.10,4.0
159,FF6.4,4.0
32,FF5.7,5.0
56,FF3.3,2.0
32,FF1.5,4.0
93,FF3.1,2.0
223,FF6,2.0
42,FF1,5.0
128,FF5,3.0
104,FF3.1,3.0
221,FF2,5.0
232,FF5.1,4.0
110,FF4.4,5.0
242,FF2.1,4.0
13,FF2.3,3.0
182,FF3.1,4.0
250,FF2.10,4.0
159,FF6.2,4.0
206,FF4.3,4.0
26,FF2,4.0
148,FF1,4.0
18,FF1.4,3.0
241,FF1.4,4.0
156,FF4.2,5.0
236,FF6,4.0
118,FF1.2,4.0
145,FF5.5,2.0
70,FF3.4,4.0
199,FF1.1,4.0
253,FF3,4.0
255,F,
64,FF4.1,4.0
23,FF2.5,5.0
243,FF5.3,3.0
130,FF4.2,5.0
141,FF1.5,4.0
238,FF4,5.0
257,F,
240,FF1.2,5.0
220,FF5.6,4.0
248,FF5.6,3.0
252,FF2.10,4.0
87,F,
217,FF4.4,4.0
150,FF5.4,5.0
105,FF2.5,4.0
159,FF5,3.0
246,FF2.10,4.0
15,FF2.4,5.0
204,FF2,4.0
237,FF2.2,5.0
22,FF1.2,4.0
4,FF3,2.0
155,FF6.1,4.0
172,FF6.1,4.0
54,FF5.5,1.0
239,FF1.6,4.0
84,FF4.4,4.0
52,FF2.10,4.0
103,FF1.5,4.0
237,FF2,5.0
110,FF2.3,5.0
36,FF3.4,3.0
135,FF6.4,3.0
46,FF2.5,5.0
1,FF3.5,4.0
28,FF1.6,4.0
6,FF3.4,4.0
32,F,
66,FF2.2,4.0
170,F,
51,FF6.2,5.0
263,FF6,2.0
49,FF2.1,4.0
48,FF2.8,4.0
138,FF1.7,3.0
164,FF5.2,3.0
153,FF6.2,5.0
138,FF5.5,1.0
257,FF1.2,4.0
240,FF2.7,5.0
255,FF5.5,3.0
249,FF3.4,4.0
9,FF3.5,3.0
63,FF2.2,4.0
89,FF4.1,3.0
30,FF1.1,4.0
69,FF1.3,5.0
84,FF2.3,4.0
174,FF1,4.0
145,FF1.3,5.0
4,FF2.2,5.0
106,FF1.4,4.0
236,FF3.5,3.0
146,FF2.2,4.0
233,FF4,3.0
79,FF3.2,2.0
206,FF1.5,5.0
1,FF2.11,4.0
174,FF3.4,4.0
193,FF6.1,4.0
116,FF6.1,4.0
175,FF5.4,4.0
250,FF2.2,4.0
202,FF1.5,3.0
245,FF5.2,1.0
109,FF3.3,4.0
175,FF6.2,5.0
137,FF2.10,2.0
247,FF5,3.0
234,FF4.1,4.0
261,FF2.3,4.0
48,FF5.3,5.0
98,FF3.3,3.0
101,FF1.5,4.0
108,FF6.1,4.0
113,FF1.3,5.0
223,FF5,3.0
99,FF3.5,3.0
181,FF6,1.0
153,FF4.1,2.0
38,FF2,4.0
65,FF1.5,4.0
21,FF6,4.0
128,FF6,2.0
152,FF2.7,3.0
156,FF3.1,3.0
211,FF3.2,3.0
106,FF5.1,4.0
260,FF1.5,4.0
14,FF1.1,4.0
207,FF5.6,2.0
190,FF6.4,4.0
90,FF2.5,5.0
209,FF3,4.0
47,FF2.9,5.0
113,FF1.2,4.0
87,FF2.2,5.0
36,FF6.3,3.0
17,FF2.2,4.0
204,FF3.2,5.0
148,FF3.1,2.0
85,FF5.3,5.0
130,FF5.5,2.0
141,FF4.3,2.0
228,FF1.3,2.0
256,FF3.5,2.0
2,F,
162,FF2.1,4.0
194,FF2.8,5.0
155,FF3.2,4.0
222,FF2.8,5.0
33,FF1,3.0
223,FF4,5.0
161,FF6.2,4.0
155,FF5.4,3.0
196,FF3.4,4.0
19,FF3.2,4.0
133,FF5.7,4.0
219,FF2,4.0
200,FF5.5,2.0
127,FF3.2,3.0
27,FF4.1,2.0
259,FF2.6,4.0
142,FF6,4.0
67,FF3.3,5.0
244,FF1.1,5.0
246,FF4.1,1.0
29,FF3.4,3.0
96,FF5.1,4.0
154,FF6.1,5.0
159,FF5.4,4.0
107,FF5.5,2.0
30,FF1,4.0
55,FF2.7,4.0
213,FF2.6,5.0
51,FF3.2,4.0
38,FF2.3,4.0
87,FF2.3,5.0
101,FF1.3,4.0
149,FF3.5,2.0
177,FF4.2,5.0
260,FF4.4,4.0
253,FF1.7,4.0
95,F,
230,FF5.7,4.0
65,FF1.2,4.0
153,FF5.4,4.0
230,FF3.4,4.0
18,F,
144,FF6,2.0
158,FF2.2,4.0
61,FF5.2,1.0
57,FF2.7,
108,FF1.5,4.0
225,FF1.4,4.0
41,FF6.1,3.0
114,FF5.2,3.0
78,FF5.6,1.0
193,FF5,2.0
37,FF3.2,3.0
59,FF4.4,4.0
237,FF4.4,4.0
61,FF5.7,5.0
114,FF3.5,2.0
210,FF5.1,5.0
69,FF3.4,5.0
230,FF4.4,5.0
196,FF2.11,4.0
166,FF3,4.0
143,FF5.2,2.0
211,FF5.2,1.0
124,FF5.2,1.0
104,FF2.2,4.0
245,FF1.4,3.0
111,FF2.1,5.0
190,FF6.2,5.0
95,FF5.2,1.0
244,FF5.3,2.0
119,FF2.4,4.0
218,FF3.3,4.0
9,FF5.4,4.0
46,FF5.5,1.0
158,FF5.5,1.0
52,FF3.2,3.0
174,FF1.7,4.0
146,FF1.3,5.0
80,FF2.5,5.0
13,FF5.6,1.0
33,FF2.11,4.0
23,FF3.1,4.0
135,FF3,4.0
227,FF5.1,4.0
138,FF1.2,4.0
216,FF5.4,3.0
188,FF1.6,5.0
218,FF5.2,2.0
246,FF2.5,5.0
65,FF5.3,4.0
174,FF3.1,
16,FF3.4,4.0
14,FF6.2,5.0
73,FF3.4,5.0
19,FF2.4,4.0
187,FF1.5,5.0
232,FF3.4,4.0
123,FF5,3.0
69,FF2.10,5.0
217,FF1.7,4.0
166,FF4.4,4.0
69,FF5.4,5.0
244,FF4.4,5.0
142,FF1.2,4.0
100,FF6.1,4.0
10,FF3.4,4.0
41,FF2.7,3.0
150,FF1.3,5.0
45,FF5,3.0
252,FF1.5,4.0
162,FF4.1,4.0
220,FF3.1,4.0
215,FF5.1,3.0
82,FF2.8,2.0
30,FF6.4,4.0
184,FF3.4,1.0
148,FF6.4,4.0
9,FF2,4.0
92,FF6,2.0
260,FF1,4.0
204,FF6.1,4.0
241,FF1.6,4.0
89,FF6,3.0
92,FF2.8,5.0
199,FF3.2,4.0
152,FF1.4,4.0
215,FF2.1,4.0
145,F,
2,FF6.3,2.0
151,FF1.6,5.0
33,FF1.7,3.0
5,FF3.5,2.0
237,FF5.2,1.0
167,FF3,4.0
115,FF5.2,2.0
93,FF4,4.0
21,FF3,4.0
168,FF2.5,4.0
120,FF2.1,5.0
246,FF6.3,3.0
46,FF6,2.0
170,FF1.6,5.0
252,FF4.3,5.0
130,FF2.10,5.0
66,FF2.9,5.0
243,FF2.10,4.0
171,FF5.7,5.0
190,FF2.1,5.0
264,FF2.9,4.0
123,FF6.1,3.0
181,FF5.6,2.0
159,FF2.8,4.0
23,FF2.10,4.0
25,FF2.8,4.0
40,FF6.4,4.0
37,FF5.1,3.0
125,FF2.11,4.0
94,FF2.3,4.0
160,FF3.4,4.0
25,FF4.4,4.0
111,FF2.3,2.0
152,FF4.4,3.0
17,FF5.1,3.0
124,FF2.7,3.0
157,FF2.1,5.0
36,FF5.1,3.0
139,FF2.5,5.0
73,FF2.8,5.0
35,FF1.7,3.0
56,FF6.3,2.0
128,F,
251,FF5.7,5.0
116,FF5.7,5.0
218,FF6.1,4.0
145,FF5.4,3.0
133,FF2.3,4.0
156,FF2.4,4.0
71,FF6.2,5.0
254,FF5,3.0
235,FF2.6,4.0
262,FF2.9,4.0
80,FF2.4,5.0
111,FF2.8,4.0
205,FF6.4,3.0
151,FF3.1,1.0
85,FF2.9,5.0
150,FF2.2,5.0
260,FF1.3,4.0
36,FF5,1.0
195,FF4.4,3.0
223,FF5.5,2.0
248,FF4.4,4.0
62,FF1.4,4.0
236,FF5.7,4.0
70,FF4.4,5.0
95,FF2.1,5.0
133,FF6.2,3.0
37,FF1.3,5.0
186,FF1.4,4.0
212,FF3,3.0
112,FF3.1,4.0
114,FF1.7,4.0
229,FF5.3,4.0
89,FF1.5,4.0
73,FF4,5.0
84,FF4,4.0
30,FF2.8,4.0
215,FF1.4,3.0
45,FF4.3,2.0
55,FF1.7,4.0
98,FF4,5.0
94,FF6.2,5.0
101,FF1,4.0
201,FF6,2.0
37,FF2.7,5.0
28,FF5.5,2.0
94,FF1.7,3.0
149,FF2.7,5.0
132,FF2.5,5.0
50,FF1.5,4.0
95,FF1.7,5.0
230,FF5.2,1.0
76,FF3,3.0
252,FF6.3,2.0
229,FF1.2,5.0
52,FF3.1,4.0
176,FF1,4.0
89,FF3,4.0
91,FF5.1,4.0
4,FF5.6,2.0
48,FF3.4,2.0
217,FF2.10,4.0
163,FF2.5,5.0
53,FF2.4,5.0
81,FF5.6,3.0
107,FF1.7,5.0
214,FF1.2,4.0
133,FF5.6,2.0
30,FF3.5,3.0
60,FF5.5,2.0
177,FF2.11,5.0
174,FF2.10,5.0
177,FF5.2,2.0
20,FF2.10,4.0
78,FF3.3,2.0
233,FF2.4,4.0
259,FF5.7,3.0
253,FF1,5.0
106,FF6.1,4.0
84,F,
154,FF2.9,5.0
203,FF5.2,1.0
258,FF2.6,5.0
40,FF1.7,3.0
194,FF2.11,4.0
98,FF6.2,4.0
171,FF5.4,4.0
203,FF1.1,5.0
223,FF1.4,3.0
143,FF2.4,4.0
142,FF6.2,5.0
90,FF6.3,4.0
16,FF2.11,4.0
43,FF5.5,1.0
21,FF2.9,5.0
238,FF3.5,3.0
8,FF2.4,4.0
69,FF4.2,5.0
263,FF5,2.0
192,FF1.1,4.0
6,FF4,4.0
100,FF2,4.0
177,FF5.3,5.0
245,FF1.5,4.0
72,FF1.4,4.0
195,FF3,2.0
226,FF2.6,4.0
153,FF5.2,4.0
231,FF3.2,3.0
35,FF5.6,2.0
32,FF3.4,4.0
49,FF5.3,3.0
56,FF1.7,5.0
71,FF4,5.0
227,FF3,5.0
188,FF2.2,4.0
224,FF1.3,5.0
128,FF3.3,4.0
122,FF2.1,5.0
171,FF5.1,3.0
53,FF1.2,5.0
18,FF3.1,1.0
76,FF6.3,3.0
221,FF1.6,5.0
263,FF1.4,4.0
1,FF4.4,4.0
56,FF4,5.0
173,FF3,4.0
90,FF4.1,3.0
107,FF2.4,4.0
137,FF2.11,4.0
27,FF5.7,5.0
175,FF1,5.0
65,FF2.10,4.0
81,FF5,4.0
43,FF2.10,5.0
86,FF1.5,3.0
180,FF4,5.0
31,FF2.6,5.0
10,FF2,5.0
5,FF1.1,5.0
132,FF2.4,5.0
134,FF5.5,2.0
81,FF1,5.0
10,FF4,5.0
131,FF3,2.0
97,FF2.8,4.0
247,FF6.3,2.0
222,FF1.6,5.0
177,FF2.9,5.0
44,FF3.4,4.0
93,FF3.4,2.0
248,FF4.1,3.0
211,FF1.5,4.0
124,FF2.2,5.0
17,FF3.1,3.0
92,FF2.7,3.0
231,FF1.6,5.0
103,FF4.3,2.0
70,FF1.3,5.0
242,FF1.5,4.0
218,FF6.4,4.0
33,FF2.4,5.0
23,FF1.4,3.0
140,FF5.7,4.0
146,FF6.3,2.0
169,FF6.4,3.0
15,FF1.1,3.0
19,FF2,5.0
183,F,
181,FF2.1,5.0
49,FF5,4.0
255,FF5.2,1.0
153,FF1.2,4.0
63,FF1.1,5.0
74,FF2.6,5.0
125,FF2.6,4.0
230,FF5.6,1.0
9,FF3.1,3.0
243,FF1.5,3.0
229,FF4,4.0
240,FF3.4,5.0
11,FF2.10,4.0
248,FF2.10,4.0
231,FF2,5.0
208,FF2.3,5.0
127,FF5.5,1.0
66,FF3.5,1.0
226,FF3.3,4.0
66,FF5.4,3.0
50,FF2.10,3.0
199,FF1.4,4.0
236,F,
185,FF4,5.0
140,FF3,3.0
53,FF5.3,3.0
245,FF2,5.0
226,FF3.2,4.0
259,FF5,3.0
96,FF1.4,2.0
86,FF6.4,5.0
25,FF5.4,3.0
252,FF5,2.0
117,FF4,4.0
196,FF6.2,5.0
196,FF3.3,4.0
74,FF6.3,2.0
126,FF4.3,2.0
111,FF2.10,4.0
204,FF1.4,5.0
187,FF1,5.0
259,FF3.3,1.0
47,FF5.7,3.0
78,FF2.3,4.0
158,FF2.5,5.0
83,FF2.6,5.0
70,FF6.3,1.0
11,FF3.5,4.0
260,FF6.2,5.0
234,FF6.1,5.0
4,FF4.3,4.0
88,FF2.7,5.0
182,FF1.3,5.0
37,FF3.1,2.0
204,FF5.2,2.0
70,FF2,5.0
223,FF3.3,4.0
140,FF5.3,3.0
132,FF3.4,4.0
130,FF4.4,5.0
138,FF2.3,2.0
56,FF2.2,5.0
195,FF2.2,4.0
14,FF3.4,4.0
246,FF3.5,3.0
217,FF2.6,4.0
47,FF1.7,3.0
122,FF5.1,3.0
125,FF5,2.0
43,FF6.4,2.0
205,FF4,4.0
261,FF2.2,4.0
20,FF6.2,4.0
225,FF4.4,4.0
36,FF2.3,2.0
137,FF1.4,4.0
189,FF1.3,5.0
137,FF4.2,2.0
141,FF1.2,5.0
141,FF2.1,5.0
186,FF6.3,2.0
38,FF2.9,4.0
162,FF5.3,3.0
144,FF5.4,4.0
2,FF1.4,4.0
230,FF5.5,1.0
1,FF2.1,4.0
256,FF1.4,4.0
113,FF2.9,4.0
72,FF6,2.0
241,FF4.1,3.0
79,FF2.3,4.0
90,FF3.1,2.0
91,FF6.3,2.0
254,FF3.1,4.0
153,FF5.1,4.0
57,FF6.1,5.0
23,FF1.6,5.0
133,FF2.4,4.0
51,FF5.3,2.0
127,FF2.6,4.0
214,FF1.3,5.0
197,FF6.4,4.0
5,FF4.3,3.0
181,FF1.4,5.0
37,FF2.5,5.0
210,FF2.6,5.0
27,FF2.1,4.0
67,FF2.8,5.0
98,FF1.7,4.0
201,FF1.6,4.0
61,FF3.3,5.0
62,FF6,2.0
195,FF5.3,3.0
141,FF3.4,2.0
73,FF3.5,5.0
86,FF3.3,2.0
187,FF2,5.0
146,FF5.1,4.0
34,FF1.2,5.0
173,FF2.2,5.0
204,FF6.2,5.0
180,FF5.1,5.0
211,FF5.4,2.0
162,FF2.5,4.0
118,FF1.4,3.0
202,FF3.3,4.0
126,FF6,2.0
64,FF2.2,5.0
91,FF2.9,5.0
200,FF3.1,4.0
31,FF3.2,4.0
179,F,
172,FF2.6,5.0
174,FF2.1,4.0
50,FF3.4,4.0
122,FF5.4,4.0
174,FF5.5,1.0
36,FF5.5,1.0
100,FF5.6,1.0
170,FF5.6,1.0
9,FF3,3.0
210,FF5.3,3.0
245,FF5.4,4.0
154,FF5.6,2.0
208,FF3.3,4.0
40,FF2.9,5.0
235,FF6.4,3.0
86,FF1.4,4.0
254,FF5.7,5.0
53,FF2.7,4.0
237,FF1,5.0
108,FF3,4.0
13,FF3.3,4.0
120,FF5.5,2.0
159,FF4.1,4.0
54,FF2,5.0
160,FF3.2,4.0
203,FF5.5,1.0
30,FF2.5,4.0
73,FF6.3,2.0
59,FF2.8,4.0
68,FF3.4,4.0
151,FF4.4,5.0
237,FF1.6,5.0
85,FF6,5.0
81,FF1.7,5.0
156,FF4.1,1.0
245,FF3.1,3.0
211,FF3.1,3.0
19,FF1.6,5.0
74,FF2.3,5.0
167,FF6.2,4.0
253,FF5.4,4.0
84,FF1.4,4.0
2,FF1.2,4.0
201,FF1.2,4.0
248,FF1.2,4.0
169,FF4.3,3.0
172,FF2.8,5.0
71,FF4.2,5.0
257,FF6.4,3.0
91,FF1.6,5.0
121,FF3.1,1.0
28,FF5,2.0
24,F,
240,FF3,4.0
222,FF5.2,2.0
222,FF2,5.0
205,FF5.4,3.0
80,FF1.3,5.0
179,FF2.6,5.0
4,FF6,3.0
40,FF4,5.0
127,FF4.1,4.0
17,FF2.7,4.0
185,FF1.7,5.0
99,FF4.4,4.0
146,FF2.10,2.0
170,FF2.11,5.0
97,FF6.4,4.0
92,FF5.4,
34,F,
160,FF6,2.0
88,FF1.2,4.0
190,FF4.2,4.0
98,FF1.6,5.0
81,FF3.5,3.0
166,FF2.4,4.0
68,FF2.7,4.0
140,FF2.8,4.0
247,FF1.4,4.0
224,FF1.1,5.0
8,FF6,4.0
182,FF4,4.0
163,F,
199,FF5.3,3.0
230,FF2.3,2.0
99,FF2.11,4.0
152,FF6.3,2.0
134,FF5.3,4.0
102,FF1.6,4.0
23,FF5.5,1.0
68,FF2.10,4.0
137,FF5.6,2.0
164,FF3.1,4.0
157,FF2.3,5.0
235,FF3.2,4.0
197,FF5.4,4.0
179,FF2.4,5.0
166,FF2.9,4.0
50,FF2.3,5.0
129,FF5.2,1.0
112,FF1.1,5.0
70,FF1.4,3.0
237,F,
26,FF3.1,3.0
201,FF3.1,3.0
191,FF2.8,5.0
105,FF2.4,4.0
171,FF1,5.0
146,FF6,2.0
244,FF3,3.0
225,FF2.2,3.0
53,FF2,5.0
80,FF3,5.0
68,FF4.1,5.0
30,FF2,4.0
61,FF5.1,5.0
237,FF4.2,4.0
256,FF5.2,2.0
185,FF1.5,5.0
196,FF1.5,4.0
250,FF2.5,4.0
65,FF2.6,5.0
65,FF2.7,3.0
208,FF6.2,5.0
79,FF2.1,5.0
52,FF5.4,3.0
262,FF3.2,4.0
110,FF1.6,5.0
159,FF2.9,4.0
96,FF2.2,5.0
100,FF2.10,4.0
159,FF2,5.0
188,FF4.4,4.0
70,FF3.5,2.0
188,FF2.10,4.0
105,FF3.5,1.0
66,FF4.2,4.0
114,FF2.4,4.0
47,FF2.8,4.0
205,FF3.4,3.0
92,FF5,2.0
254,FF3.2,4.0
57,FF5.3,4.0
6,FF5.4,5.0
22,FF5.4,4.0
247,FF5.6,2.0
72,FF2.9,4.0
97,FF4.3,4.0
117,FF4.4,4.0
143,FF2.8,4.0
243,FF6,3.0
114,FF6.3,3.0
48,FF5.4,5.0
79,FF6.4,4.0
93,FF2.8,5.0
231,F,
116,FF2,5.0
142,FF2,5.0
22,FF2.3,5.0
147,FF5.6,2.0
22,FF3.5,2.0
161,FF6.1,4.0
184,FF2.9,4.0
74,FF4.4,4.0
158,FF5.1,4.0
22,FF2,4.0
20,FF2.8,4.0
24,FF1.3,5.0
30,FF2.9,4.0
31,FF4.2,4.0
249,FF1.5,4.0
102,FF4.3,3.0
90,FF2.4,5.0
239,FF6.4,4.0
166,FF2.8,4.0
68,FF2.5,5.0
8,FF1.3,5.0
103,FF3.4,4.0
193,FF2.5,5.0
168,FF3.4,4.0
143,FF2.5,5.0
252,FF3.4,2.0
246,FF2.4,5.0
173,FF3.3,3.0
150,FF6.3,2.0
117,F,
3,FF2,4.0
44,FF6,1.0
136,FF2.5,5.0
76,F,
119,FF1.3,5.0
3,FF5.3,4.0
117,FF6.3,2.0
255,FF6.4,3.0
229,FF5.5,1.0
263,FF6.4,2.0
235,FF4,3.0
90,FF2.11,4.0
37,FF4,3.0
127,F,
250,FF2.8,3.0
251,FF5.5,4.0
47,FF2.2,5.0
101,FF4.4,4.0
95,FF2.6,5.0
139,FF2.7,4.0
38,FF4,3.0
57,FF2.6,5.0
163,FF1.5,5.0
240,FF5.5,1.0
161,FF2.9,4.0
71,FF2.6,5.0
70,FF6.4,2.0
94,FF5.2,2.0
17,FF2,5.0
198,FF1.1,4.0
